,회사명,거래소코드,회계년도,부실판단,기업수명주기
18699,(주)우드뱅크,77939,2022,0.0,쇠퇴기
18700,(주)원텍,77940,2022,0.0,도입기
18701,(주)선양,77947,2019,0.0,도입기
18702,(주)신세계산업,77954,2022,0.0,쇠퇴기
18703,대전스마트디벨롭먼트주식회사,77961,2019,0.0,성숙기
18704,혜산에스티(주),77970,2018,0.0,도입기
18705,(주)프라임텍,77971,2019,0.0,쇠퇴기
18706,진우산전(주),77976,2022,0.0,성숙기
18707,(주)에스인베스트먼트,77979,2022,0.0,도입기
18708,미립물산(주),77983,2022,0.0,도입기
18709,(주)성진정밀,77984,2019,0.0,성숙기
18710,주식회사폴,77988,2022,0.0,성장기
18711,주식회사금호주택,77991,2022,0.0,성장기
18712,피알캠주식회사,77992,2017,0.0,성장기
18713,(주)세종물류,77995,2022,0.0,성장기
18714,웨펜메디칼아이엘주식회사,77996,2022,0.0,도입기
18715,주식회사한성주택,77998,2018,0.0,도입기
18716,주식회사대성이엔씨,77999,2017,0.0,성숙기
18717,주)참샘,78006,2021,0.0,쇠퇴기
18718,주식회사유정개발,78011,2022,0.0,성장기
18719,(주)항도에스티,78013,2022,0.0,성장기
18720,주식회사한국랩,78018,2022,0.0,성숙기
18721,(주)씨엔알리서치,78022,2020,0.0,성숙기
18722,(주)에스엠비나,78023,2017,0.0,성장기
18723,케이앤에스투자개발주식회사,78026,2019,0.0,쇠퇴기
18724,주식회사신다모아,78029,2019,0.0,성숙기
18725,주식회사월성테크,78034,2018,0.0,성숙기
18726,(주)비앤에스파트너,78035,2022,0.0,성숙기
18727,(주)준테크,78039,2022,0.0,성장기
18728,(주)디지털프로그,78042,2018,0.0,성장기
18729,영인코리아(주),78061,2022,0.0,성장기
18730,(주)제이와이이도,78062,2021,0.0,쇠퇴기
18731,주식회사해솔,78065,2022,0.0,성장기
18732,(주)씨케이에프푸드시스템,78067,2022,0.0,도입기
18733,와이비메탈주식회사,78069,2022,0.0,도입기
18734,주식회사정산개발,78071,2022,0.0,성숙기
18735,엔케이건설(주),78073,2022,0.0,도입기
18736,(주)중헌메디텍,78074,2017,0.0,성숙기
18737,(주)이엘100산업개발,78078,2017,0.0,쇠퇴기
18738,대명종합건설(주),78079,2018,0.0,성숙기
18739,키움개발주식회사,78085,2020,0.0,성숙기
18740,(주)신일베스텍,78095,2022,,성장기
18741,뉴글로벌홀딩스주식회사,78097,2022,0.0,도입기
18742,주식회사반도케미칼,78100,2016,,성숙기
18743,(주)평안매직,78103,2022,0.0,성장기
18744,주식회사우정테크,78104,2022,0.0,성장기
18745,주식회사우성드림개발,78111,2017,0.0,성숙기
18746,농산개발(주),78116,2022,0.0,성숙기
18747,(주)엔파인,78118,2019,0.0,성숙기
18748,주식회사채움,78121,2022,0.0,성장기
18749,중원주식회사,78122,2022,0.0,성숙기
18750,주식회사대경피앤씨,78130,2022,0.0,성장기
18751,더원홀딩스(주),78138,2017,0.0,쇠퇴기
18752,효성청과(주),78144,2022,0.0,성장기
18753,(주)한국산업,78148,2018,0.0,성숙기
18754,(주)이건종합건축사사무소,78153,2022,0.0,성숙기
18755,(주)제이에이치테크놀러지,78155,2022,0.0,도입기
18756,지에이산업주식회사,78159,2022,0.0,쇠퇴기
18757,(주)윌스파,78160,2019,0.0,성숙기
18758,동국종합건설(주),78162,2019,0.0,성숙기
18759,가나종합철강(주),78164,2022,0.0,성장기
18760,(주)설텍,78166,2022,0.0,성장기
18761,(주)삼광에프엔씨,78181,2022,0.0,성숙기
18762,(주)인다인,78188,2022,0.0,쇠퇴기
18763,주식회사필립컨설팅,78190,2018,0.0,쇠퇴기
18764,(주)디엠티,78192,2022,,성숙기
18765,주식회사청송산업개발,78195,2019,0.0,성숙기
18766,세광전자주식회사,78202,2019,0.0,성숙기
18767,(주)이엠테크,78203,2022,0.0,성장기
18768,아트프린팅(주),78204,2022,0.0,성장기
18769,주식회사뉴가닉코스메틱,78207,2017,0.0,성숙기
18770,(주)호산기업,78209,2019,0.0,쇠퇴기
18771,주식회사선아,78212,2018,0.0,성숙기
18772,비비씨주식회사,78214,2019,0.0,성숙기
18773,주식회사에쓰디,78220,2019,0.0,성숙기
18774,주식회사메탈코리아,78224,2022,0.0,쇠퇴기
18775,(주)군포종합폐차장,78225,2022,0.0,성숙기
18776,대현이앤아이(주),78236,2017,0.0,도입기
18777,서진특수강정공(주),78237,2019,0.0,성숙기
18778,주식회사케이티이십일개발,78239,2017,0.0,성숙기
18779,주식회사범어,78240,2019,0.0,성숙기
18780,영일개발(주),78243,2017,0.0,성장기
18781,주식회사인자인,78245,2022,0.0,성숙기
18782,(주)포애드원,78247,2022,0.0,쇠퇴기
18783,(주)순창씨씨(CC),78248,2021,0.0,쇠퇴기
18784,주식회사삼경비엠코리아,78251,2022,0.0,성숙기
18785,주식회사코리아산업개발,78252,2017,0.0,성장기
18786,(주)호텔페이토,78258,2022,0.0,성숙기
18787,주식회사티오피클래식,78263,2019,0.0,성숙기
18788,스파마린주식회사,78266,2019,0.0,성숙기
18789,유한회사고려,78274,2018,0.0,성숙기
18790,(주)태영피씨엠,78275,2022,0.0,성숙기
18791,(주)장평건설,78277,2022,0.0,쇠퇴기
18792,주식회사남부종합건설,78279,2022,0.0,도입기
18793,주식회사덕산,78280,2022,0.0,성숙기
18794,주식회사동아디앤씨,78285,2022,0.0,쇠퇴기
18795,리어소시에이트주식회사,78286,2022,0.0,성숙기
18796,주식회사다운타운디앤씨,78297,2017,0.0,성숙기
18797,주식회사우리환경산업,78304,2019,0.0,성장기
18798,농업회사법인영신주식회사,78311,2022,0.0,성숙기
18799,형제전기(주),78312,2022,0.0,성숙기
18800,(유)판토스홀딩스,78315,2022,0.0,쇠퇴기
18801,다모아정보통신(주),78321,2020,0.0,성숙기
18802,(주)지앤이바이오텍,78322,2017,0.0,성장기
18803,(주)로봇앤드디자인,78324,2022,0.0,성숙기
18804,주식회사코넥,78326,2022,0.0,성숙기
18805,주식회사인애,78327,2022,0.0,성장기
18806,농업회사법인(주)보금,78331,2018,0.0,도입기
18807,(주)태진,78333,2022,0.0,성장기
18808,주식회사봉림실업,78347,2022,0.0,성숙기
18809,(주)월산,78349,2022,0.0,도입기
18810,주식회사주진,78355,2017,0.0,성숙기
18811,계림금속(주),78361,2022,0.0,성장기
18812,(주)지은정보통신,78367,2022,0.0,성숙기
18813,(주)내고을헬스앤스파,78370,2019,0.0,성숙기
18814,주식회사노비아갈라,78372,2022,0.0,성숙기
18815,(주)비즈메디코리아,78373,2022,0.0,성숙기
18816,(주)제우건설,78374,2018,0.0,쇠퇴기
18817,영해산업개발(주),78376,2017,0.0,도입기
18818,이그린하나물류주식회사,78377,2022,0.0,성숙기
18819,(주)텍스존,78382,2022,0.0,성숙기
18820,구진디앤씨,78384,2019,0.0,성숙기
18821,주식회사보배네트워크,78387,2019,0.0,성숙기
18822,부일상사(주),78388,2022,0.0,성장기
18823,(주)일진에이엔씨,78402,2022,0.0,성장기
18824,(주)대한콘트롤,78404,2022,0.0,성숙기
18825,울주산업(주),78410,2022,0.0,성숙기
18826,주식회사디아틀리에,78416,2017,0.0,성장기
18827,(주)대련건설,78419,2022,0.0,성숙기
18828,주식회사에이치원,78420,2020,0.0,성숙기
18829,써멀마스터(주),78424,2022,0.0,성장기
18830,(주)아이씨맥스,78427,2022,0.0,성장기
18831,제이앤피에셋주식회사,78429,2022,0.0,성장기
18832,(주)조은수산,78435,2022,0.0,도입기
18833,(주)귀농귀촌연구소,78436,2018,0.0,쇠퇴기
18834,(주)우진레이져,78439,2022,0.0,성숙기
18835,(주)갤러리에이엠,78440,2022,0.0,성숙기
18836,(주)금성열처리,78442,2019,0.0,성숙기
18837,주식회사경연타워,78445,2019,0.0,쇠퇴기
18838,(주)세기정공,78446,2022,0.0,성숙기
18839,주식회사씨앤디챌린지,78453,2019,0.0,성장기
18840,한국선불카드주식회사,78455,2022,0.0,성숙기
18841,주식회사유일로보틱스,78456,2020,0.0,쇠퇴기
18842,(주)대성레미콘,78458,2019,0.0,성숙기
18843,더빈컨벤션주식회사,78459,2022,0.0,성숙기
18844,(주)풍림파마텍,78466,2022,0.0,도입기
18845,주식회사직방,78475,2022,0.0,도입기
18846,주식회사도호지디씨,78477,2017,0.0,성숙기
18847,농업회사법인주식회사한길웰바이오,78478,2019,0.0,도입기
18848,주식회사커피베이,78480,2020,0.0,성숙기
18849,(주)한일공업,78483,2021,0.0,쇠퇴기
18850,(주)수림기업,78485,2022,0.0,성숙기
18851,스마트건설주식회사,78489,2017,0.0,성숙기
18852,(주)미래에이비엠,78493,2022,0.0,성장기
18853,(주)에이치에스홀딩컴퍼니,78497,2019,0.0,쇠퇴기
18854,신진유지건설주식회사,78499,2022,0.0,성장기
18855,(주)유엠에스,78501,2022,0.0,성숙기
18856,(주)원케미칼,78505,2016,,쇠퇴기
18857,주)제이엠건설,78510,2022,0.0,성숙기
18858,행복2차상가개발주식회사,78514,2019,0.0,쇠퇴기
18859,(주)도현,78515,2022,0.0,성장기
18860,한솔임업주식회사,78517,2019,0.0,성숙기
18861,(주)이명건설,78523,2020,0.0,성숙기
18862,주식회사뉴정일,78524,2022,0.0,성장기
18863,(주)푸리마개발,78526,2022,0.0,쇠퇴기
18864,주식회사르가든(LEGARDEN),78528,2022,0.0,성장기
18865,(주)보승코퍼레이션,78531,2022,0.0,성장기
18866,주식회사코리아폴리스쿨,78532,2022,0.0,성장기
18867,(주)상산,78536,2021,0.0,성숙기
18868,주식회사성오강관,78538,2022,0.0,성숙기
18869,대성건설(주),78542,2022,0.0,성장기
18870,(주)테라윈프린팅,78546,2022,0.0,성숙기
18871,(주)티제이씨라이프,78550,2022,0.0,쇠퇴기
18872,에코그린빌주식회사,78555,2022,0.0,성장기
18873,(주)티디엠,78557,2022,0.0,성장기
18874,(주)에스엠텍,78561,2020,0.0,성숙기
18875,디앤씨리치주식회사,78563,2022,0.0,도입기
18876,주식회사태현데스코,78569,2017,0.0,성숙기
18877,(주)에프엔지리서치,78570,2022,0.0,성숙기
18878,상미에어텍(주),78574,2019,0.0,쇠퇴기
18879,주식회사일성,78575,2019,0.0,쇠퇴기
18880,(주)산호목재상사,78585,2022,0.0,쇠퇴기
18881,주식회사모아에스엔피,78587,2022,0.0,성숙기
18882,코리아스틸(주),78589,2019,0.0,쇠퇴기
18883,동경(주),78590,2022,0.0,성숙기
18884,(주)그랜드농산,78596,2018,0.0,도입기
18885,주식회사광교레이크뷰타워,78597,2020,0.0,성숙기
18886,동백의아침주식회사,78599,2017,0.0,쇠퇴기
18887,주식회사아이티가설,78600,2019,0.0,성숙기
18888,주식회사효산누리,78610,2017,0.0,성숙기
18889,주식회사동성노블리,78612,2018,0.0,성장기
18890,주식회사성신산전,78618,2022,0.0,성장기
18891,주식회사칼라피아,78623,2019,0.0,성숙기
18892,피엔비우창(주),78624,2022,0.0,도입기
18893,(주)엠아이씨,78625,2019,0.0,성숙기
18894,상명진흥주식회사,78626,2021,0.0,쇠퇴기
18895,(주)우성금속,78627,2022,0.0,성장기
18896,(주)지엠티,78628,2022,0.0,성장기
18897,지에프케이리테일앤테크놀로지코리아리미티드(주),78629,2022,0.0,성숙기
18898,태양건설주식회사,78633,2019,0.0,쇠퇴기
18899,주식회사한마음,78635,2019,0.0,성장기
18900,우창국제조사평가(주),78636,2022,0.0,성장기
18901,주식회사현성이노팩,78645,2017,0.0,쇠퇴기
18902,평택개발(주),78646,2021,0.0,쇠퇴기
18903,제일화학(주),78647,2017,0.0,성숙기
18904,협성건업(주),78648,2022,0.0,성장기
18905,반석중공업주식회사,78653,2022,0.0,쇠퇴기
18906,시에이치디산업개발주식회사,78655,2019,0.0,성숙기
18907,비전물산(주),78666,2022,0.0,성숙기
18908,농업회사법인주식회사효돈,78675,2022,0.0,성숙기
18909,(주)빅투,78677,2018,0.0,성숙기
18910,(주)에이팩스인터내셔널파이낸셜서비스,78686,2022,0.0,성숙기
18911,나성산업개발(주),78691,2022,0.0,도입기
18912,(주)에스케이엠씨,78696,2022,0.0,성숙기
18913,로지스올엔지니어링(주),78699,2022,0.0,쇠퇴기
18914,(주)스마트삼육,78704,2022,0.0,성장기
18915,동해공영,78709,2022,0.0,성숙기
18916,(주)뉴텍웰니스,78719,2022,0.0,성장기
18917,진원산업(주),78732,2022,0.0,성장기
18918,(주)마녀공장,78733,2022,0.0,성장기
18919,주식회사보영,78735,2016,,도입기
18920,고려철강(주),78736,2022,0.0,성숙기
18921,금아파워텍주식회사,78741,2022,0.0,성장기
18922,남양테크주식회사,78743,2019,0.0,성숙기
18923,(주)금강서비스,78744,2022,0.0,성숙기
18924,주식회사노터스,78755,2018,0.0,성장기
18925,(주)동양연사,78756,2019,0.0,성장기
18926,에버파크코리아주식회사,78764,2019,0.0,쇠퇴기
18927,주식회사지오개발,78770,2022,0.0,도입기
18928,회성푸르니주식회사,78775,2017,0.0,성숙기
18929,(주)한성전장,78776,2022,0.0,도입기
18930,(주)그린식품,78779,2022,0.0,성숙기
18931,주식회사백향에스앤피,78781,2017,0.0,성숙기
18932,농업회사법인주식회사산골에프에스,78782,2017,0.0,도입기
18933,(주)에스와이개발,78785,2017,0.0,성숙기
18934,(주)에이치앤지,78788,2019,0.0,쇠퇴기
18935,(주)에스씨티,78794,2022,0.0,성숙기
18936,(주)씨엠,78795,2020,0.0,쇠퇴기
18937,청양해운주식회사,78802,2022,0.0,성숙기
18938,주식회사케이컴퍼니,78805,2022,0.0,성숙기
18939,(주)용비통상,78818,2022,0.0,성숙기
18940,온드림씨앤케이(주),78822,2022,0.0,도입기
18941,고흥솔라파크주식회사,78823,2022,0.0,성숙기
18942,(주)홈에디션명진,78824,2022,0.0,성숙기
18943,주식회사요석산업,78827,2022,0.0,성장기
18944,(주)수일개발,78830,2022,0.0,성숙기
18945,(주)세창건업,78834,2019,0.0,도입기
18946,킴인베스트먼트,78843,2019,0.0,도입기
18947,주식회사호성,78845,2022,0.0,쇠퇴기
18948,(주)평광건설,78847,2022,0.0,쇠퇴기
18949,주식회사무등리츠,78850,2022,0.0,성장기
18950,(주)엔비텍코리아,78852,2022,0.0,성숙기
18951,(주)앤다스,78856,2017,0.0,성장기
18952,에이치로지스틱스주식회사,78858,2018,0.0,성숙기
18953,(주)블렛스인더스트리,78862,2022,0.0,성장기
18954,거우인터내셔날,78864,2017,0.0,성숙기
18955,(주)세림전자,78871,2022,0.0,성장기
18956,케이프라인주식회사,78886,2021,0.0,쇠퇴기
18957,주식회사남이,78888,2017,0.0,쇠퇴기
18958,(주)아이피엘씨,78896,2022,0.0,성장기
18959,농업회사법인월드그린주식회사,78899,2022,0.0,성장기
18960,농업회사법인(주)영풍,78900,2022,0.0,성장기
18961,주식회사유진케임텍,78901,2017,0.0,쇠퇴기
18962,준엔터프라이즈,78904,2020,0.0,성숙기
18963,(주)레오켐,78908,2018,0.0,쇠퇴기
18964,신앙촌소비조합주식회사,78911,2018,0.0,성숙기
18965,주식회사라메종,78920,2017,0.0,쇠퇴기
18966,주식회사삼덕피앤씨,78924,2022,0.0,도입기
18967,(주)삼화피앤티,78926,2022,,성숙기
18968,주식회사고든종합건설,78928,2017,0.0,성숙기
18969,주식회사원컨덕터,78931,2022,0.0,도입기
18970,(주)제이에스테크,78933,2022,0.0,성장기
18971,(주)네오위드넷,78934,2018,0.0,도입기
18972,주식회사한스갤러리,78935,2021,0.0,쇠퇴기
18973,(주)하이엘,78958,2018,0.0,성숙기
18974,에스테크(주),78960,2022,0.0,성숙기
18975,주식회사그린트리,78961,2018,0.0,성숙기
18976,(주)디앤아이로지스틱스,78964,2022,0.0,성숙기
18977,주식회사에이치모터스,78967,2022,0.0,도입기
18978,주식회사아프로만코리아,78969,2017,0.0,성숙기
18979,(주)성우금속,78980,2020,0.0,쇠퇴기
18980,에이치에이씨오더블유(주),78981,2019,0.0,쇠퇴기
18981,(주)캘리브텍,78987,2017,0.0,쇠퇴기
18982,(주)미경테크,78990,2022,0.0,도입기
18983,(주)대성기업,78995,2022,,성숙기
18984,주식회사후성,79000,2019,0.0,성장기
18985,(주)상우클램프,79003,2018,0.0,성숙기
18986,주식회사금강오에스,79005,2017,0.0,쇠퇴기
18987,주식회사디에스피원,79015,2019,0.0,쇠퇴기
18988,주식회사미트카운티,79018,2017,0.0,성숙기
18989,(주)우전,79036,2022,0.0,성숙기
18990,한국초저온용기(주),79047,2022,0.0,성숙기
18991,(주)엘림비엠에스,79189,2022,0.0,도입기
18992,주식회사더블유미션,79256,2022,0.0,도입기
18993,(주)비코트립,79323,2018,0.0,쇠퇴기
18994,고운주택주식회사,79410,2022,0.0,도입기
18995,(주)성우제네텍,79467,2022,0.0,성숙기
18996,주식회사성진주택건설,79477,2022,0.0,쇠퇴기
18997,주식회사에이알에이신영제2호위탁관리부동산투자회사,79492,2022,0.0,성숙기
18998,(주)비츠로이엠,79499,2022,0.0,성숙기
18999,씨피켐주식회사,79541,2022,0.0,성장기
19000,(주)삼오그랑블,79896,2022,0.0,성장기
19001,(주)에스텍,79969,2018,0.0,도입기
19002,성일하이텍주식회사,79984,2021,0.0,성장기
19003,에스케이씨인프라서비스주식회사,79985,2022,0.0,성장기
19004,주식회사복시약품,79996,2022,0.0,성장기
19005,(주)재이솔루션테크놀러지,80034,2022,0.0,성숙기
19006,주식회사영동,80039,2019,0.0,성장기
19007,(주)한들플라텍,80052,2022,0.0,성숙기
19008,스카이컨벤션웨딩(주),80073,2019,0.0,성숙기
19009,남선철강공업(주),80074,2022,0.0,성숙기
19010,주식회사풍림피앤피,80076,2022,0.0,성장기
19011,(주)동성앙카,80104,2022,0.0,성장기
19012,주식회사진경건설,80106,2018,0.0,성장기
19013,신해공영주식회사,80112,2022,0.0,도입기
19014,더블유아이케이경기주식회사,80113,2022,0.0,성숙기
19015,주식회사아소리빙,80117,2022,0.0,성숙기
19016,(주)제이앤씨,80121,2022,0.0,성숙기
19017,휴로스(주),80123,2022,0.0,성장기
19018,(주)천하자동차,80126,2022,0.0,성숙기
19019,(주)근우,80132,2022,0.0,도입기
19020,주식회사네오크레마,80135,2018,0.0,성장기
19021,(주)썬에프엘,80137,2019,0.0,성숙기
19022,(주)대진종합금속,80138,2022,0.0,도입기
19023,(주)와이지개발,80140,2022,0.0,성숙기
19024,이노뎁(주),80143,2020,0.0,성숙기
19025,한국파워엔지니어링서비스주식회사,80154,2020,0.0,성장기
19026,주식회사천경,80155,2022,0.0,도입기
19027,(주)원진월드와이드,80159,2022,0.0,성장기
19028,맥사이언스,80161,2022,0.0,성숙기
19029,주식회사한샘개발,80168,2022,0.0,성숙기
19030,한일건재(주),80170,2022,0.0,쇠퇴기
19031,주식회사에이원,80172,2022,0.0,성숙기
19032,주식회사동부고속,80183,2022,0.0,성숙기
19033,인텔릭스(주),80186,2022,0.0,성숙기
19034,주식회사새울토피아,80189,2022,0.0,성숙기
19035,(주)에스엠테크,80203,2019,0.0,쇠퇴기
19036,주식회사경동에너아이,80205,2022,0.0,성숙기
19037,(주)아이엔티,80207,2022,0.0,성장기
19038,대영산전(주),80210,2022,0.0,성숙기
19039,(주)메이호텔,80218,2019,0.0,성숙기
19040,주식회사덕산식품,80222,2022,0.0,성장기
19041,주식회사사평,80227,2018,0.0,쇠퇴기
19042,(주)비엠케이유통,80232,2022,0.0,성장기
19043,칼트로지스앤에스케이유(주),80237,2022,0.0,성숙기
19044,(주)두웰테크,80239,2022,0.0,성장기
19045,(주)대성물산,80241,2019,0.0,성숙기
19046,홍우개발주식회사,80244,2019,0.0,쇠퇴기
19047,(주)글로젠,80248,2022,0.0,성숙기
19048,주식회사공영산업,80252,2022,0.0,성숙기
19049,고려산업케이알주식회사,80253,2022,0.0,도입기
19050,(주)에프앤코스메딕스,80254,2019,0.0,쇠퇴기
19051,(주)화인,80256,2022,0.0,성장기
19052,지이에이코리아주식회사,80259,2022,0.0,성숙기
19053,(주)휴메이저,80261,2019,0.0,도입기
19054,(주)창일텍스타일,80265,2022,0.0,성장기
19055,(주)랭스토어,80266,2022,0.0,성숙기
19056,에스앤에스케어텍(주),80268,2019,0.0,성장기
19057,(주)서울항동7PFV,80272,2020,0.0,성숙기
19058,(주)명한종합환경,80274,2019,0.0,성숙기
19059,주식회사코코,80282,2022,0.0,성숙기
19060,(주)신라이노텍,80286,2022,0.0,성장기
19061,주식회사안영,80287,2019,0.0,성장기
19062,(주)더말코리아,80291,2022,0.0,도입기
19063,주식회사에이치에스씨엠티,80292,2022,0.0,성장기
19064,주식회사디케이텍인더스트리,80295,2022,0.0,성숙기
19065,지엘앤코(주),80301,2022,0.0,도입기
19066,(주)동일도기타일,80302,2022,0.0,성장기
19067,주식회사영진포장,80303,2022,0.0,성장기
19068,주식회사알프스이십일,80318,2022,0.0,성숙기
19069,(주)디케이에스글로벌,80322,2022,0.0,도입기
19070,농업회사법인(주)풍년농장,80324,2022,0.0,성숙기
19071,(주)에이팩스,80325,2020,0.0,쇠퇴기
19072,주식회사티에스피,80326,2019,0.0,성숙기
19073,주식회사오르소,80330,2019,0.0,성숙기
19074,인천도시관광(주),80332,2022,0.0,성장기
19075,티제이건설주식회사,80336,2019,0.0,쇠퇴기
19076,주식회사신화엠텍,80340,2022,0.0,성숙기
19077,성안건설주식회사,80341,2019,0.0,성장기
19078,창진에스씨,80343,2022,0.0,성숙기
19079,에스지서보(주),80346,2022,0.0,성장기
19080,동우테크주식회사,80348,2022,0.0,성장기
19081,화영종합물산(주),80353,2022,0.0,도입기
19082,유경이앤피(주),80364,2019,0.0,성장기
19083,주식회사위더스플래닛,80366,2018,0.0,도입기
19084,(주)바이올푸드,80368,2022,0.0,성숙기
19085,이아이씨티코리아(주),80369,2022,0.0,성숙기
19086,(주)피더블유알,80370,2022,0.0,성장기
19087,주식회사이안빌딩,80383,2019,0.0,성숙기
19088,양양맑은물길(주),80389,2019,0.0,성숙기
19089,주식회사에스지개발,80398,2018,0.0,성숙기
19090,주식회사굿드림,80405,2022,0.0,성숙기
19091,주식회사골든브릿지,80408,2018,0.0,성숙기
19092,등명종합건설주식회사,80409,2022,0.0,성숙기
19093,주식회사포커스에이치엔에스,80411,2020,0.0,쇠퇴기
19094,(주)이에이엔테크놀로지,80412,2022,0.0,성숙기
19095,주식회사케이에스더블유,80413,2022,0.0,성숙기
19096,(주)대창실업,80418,2022,0.0,성장기
19097,대한팰리스건설(주),80423,2022,0.0,도입기
19098,씨앤제이개발주식회사,80424,2018,0.0,쇠퇴기
19099,(주)봄푸드서비스,80426,2019,0.0,쇠퇴기
19100,일광여객자동차(주),80431,2022,0.0,성장기
19101,(주)비엔에프코퍼레이션,80432,2022,0.0,성장기
19102,(주)강진항촌태양광,80433,2022,0.0,성숙기
19103,한국이앤비,80435,2022,0.0,성장기
19104,(주)월드웰,80438,2022,0.0,쇠퇴기
19105,주식회사테마도시,80439,2019,0.0,쇠퇴기
19106,(주)탑인프라디벨로퍼,80441,2018,0.0,쇠퇴기
19107,(주)엘콤,80445,2022,0.0,성장기
19108,성진테크윈,80447,2022,0.0,성장기
19109,(주)동서,80448,2022,0.0,도입기
19110,(주)휴테크산업,80449,2022,0.0,도입기
19111,주식회사대산포크,80450,2020,0.0,성숙기
19112,(주)바로물류,80453,2022,0.0,도입기
19113,(주)진우자산개발,80455,2020,0.0,쇠퇴기
19114,주식회사환덕전자,80465,2022,0.0,성장기
19115,(주)기전사,80469,2022,0.0,도입기
19116,신도이앤씨(주),80470,2022,0.0,쇠퇴기
19117,(주)올릭스,80477,2022,0.0,성장기
19118,(주)에스엠아이,80484,2022,0.0,성숙기
19119,주신기업(주),80485,2019,0.0,쇠퇴기
19120,아이디피(주),80488,2019,0.0,성숙기
19121,윤헌플러스(주),80489,2019,0.0,성숙기
19122,(주)오래식품,80490,2020,0.0,쇠퇴기
19123,(주)거승,80493,2022,,성숙기
19124,(주)엠앤씨넷미디어,80498,2019,0.0,성숙기
19125,삼표해운주식회사,80500,2022,0.0,성숙기
19126,주식회사카프솔루션,80503,2022,0.0,성숙기
19127,(주)중앙하이프론,80507,2019,0.0,쇠퇴기
19128,동아전자(주),80509,2022,0.0,성장기
19129,대용건설(주),80515,2022,0.0,성장기
19130,(주)창보,80516,2022,0.0,성장기
19131,세종중앙상가(주),80519,2018,0.0,성숙기
19132,(주)삼흥전력,80523,2022,0.0,성숙기
19133,(주)한국슈어조인트,80524,2022,0.0,성숙기
19134,(주)아이에스산업개발,80525,2020,0.0,성장기
19135,씨앤제이개발(주),80533,2019,0.0,성숙기
19136,주식회사미젤,80534,2020,0.0,성숙기
19137,주식회사알씨,80539,2022,0.0,성숙기
19138,에이피에스에이엠디주식회사,80540,2020,0.0,성장기
19139,대영지에스(주),80545,2022,0.0,쇠퇴기
19140,예덕개발(주),80551,2022,0.0,성숙기
19141,(주)제원기업,80552,2022,0.0,성숙기
19142,주식회사앱코,80557,2019,0.0,도입기
19143,(주)오토크로바,80558,2022,0.0,성장기
19144,(주)나라기술단,80565,2022,0.0,성숙기
19145,엠에스엘(주),80567,2019,0.0,성장기
19146,(주)신화건설디벨로퍼,80568,2019,0.0,쇠퇴기
19147,(주)혜성지업,80569,2022,0.0,성숙기
19148,주식회사앤텍컴,80570,2019,0.0,쇠퇴기
19149,(주)테크온,80574,2022,0.0,성장기
19150,주식회사성담개발,80581,2022,0.0,쇠퇴기
19151,주식회사라컴텍,80584,2022,0.0,성숙기
19152,(주)스타라인,80586,2018,0.0,성숙기
19153,주식회사에이디에스테크,80594,2022,0.0,성숙기
19154,반석도시개발(주),80598,2019,0.0,쇠퇴기
19155,세종행복개발(주),80599,2018,0.0,성숙기
19156,주식회사지음,80602,2022,0.0,쇠퇴기
19157,주식회사대열비엔에스,80603,2020,0.0,성장기
19158,(주)샘글로벌,80609,2022,0.0,도입기
19159,(주)알파플러스,80612,2022,0.0,도입기
19160,주식회사청학,80617,2022,0.0,성숙기
19161,동아물류(주),80620,2022,0.0,성숙기
19162,(주)지제이테크,80621,2019,0.0,성숙기
19163,더효종합건설주식회사,80627,2022,0.0,성숙기
19164,(주)비앤씨인터내셔널,80632,2022,0.0,성숙기
19165,신우플라테크(주),80635,2018,,성숙기
19166,주식회사센트롤,80636,2018,0.0,도입기
19167,신원스틸(주),80643,2022,0.0,성숙기
19168,(주)일렉스,80654,2022,0.0,성장기
19169,마그나오토모티브코리아주식회사,80658,2021,,쇠퇴기
19170,(주)예진화장품,80659,2022,0.0,성장기
19171,주식회사태영,80661,2022,0.0,성숙기
19172,주식회사레진상사,80662,2022,0.0,성숙기
19173,(주)나인스쿨,80664,2022,0.0,쇠퇴기
19174,주식회사스타코,80665,2022,0.0,쇠퇴기
19175,(주)카리스,80668,2022,0.0,성숙기
19176,주식회사일오삼피엠씨,80672,2018,0.0,성숙기
19177,(주)베스텍,80681,2022,0.0,성숙기
19178,주식회사에스케이씨,80682,2022,0.0,도입기
19179,한국전통디자인주식회사,80687,2019,0.0,쇠퇴기
19180,(주)에이치에스세라믹,80694,2022,0.0,성장기
19181,(주)세중에스앤씨,80696,2020,0.0,성숙기
19182,(주)화신세라믹,80697,2022,0.0,성장기
19183,성광수중펌프(주),80704,2019,0.0,성숙기
19184,(주)에이피에스,80708,2021,0.0,성숙기
19185,주식회사피엔텔레컴,80713,2018,0.0,성장기
19186,(주)광신고속,80714,2020,0.0,쇠퇴기
19187,에프디스플레이주식회사,80716,2022,0.0,성숙기
19188,(주)대흥,80721,2019,0.0,쇠퇴기
19189,(주)엔에스하이텍,80723,2022,0.0,성숙기
19190,(주)엔씨디지텍,80726,2022,0.0,도입기
19191,(주)엘앤와이,80727,2022,0.0,성숙기
19192,(주)육육걸즈,80730,2022,0.0,쇠퇴기
19193,주식회사디디고,80736,2019,0.0,쇠퇴기
