,회사명,거래소코드,회계년도,GAAP(개별) 기업수명주기,GAAP(연결) 기업수명주기,IFRS(개별) 기업수명주기,IFRS(개별)(비교) 기업수명주기,IFRS(연결) 기업수명주기,IFRS(연결)(비교) 기업수명주기
7923,(주)하이트론씨스템즈,19490,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
7924,(주)하이트론씨스템즈,19490,2016/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
7925,(주)하이트론씨스템즈,19490,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
7926,(주)하이트론씨스템즈,19490,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
7927,(주)하이트론씨스템즈,19490,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,
7928,(주)하이트론씨스템즈,19490,2020/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7929,(주)하이트론씨스템즈,19490,2021/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7930,(주)하이트론씨스템즈,19490,2022/12,쇠퇴기,,쇠퇴기,,,
7931,(주)한국가구,4590,2012/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7932,(주)한국가구,4590,2013/12,,,,,,
7933,(주)한국가구,4590,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
7934,(주)한국가구,4590,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
7935,(주)한국가구,4590,2016/12,,성숙기,,,성숙기,성숙기
7936,(주)한국가구,4590,2017/12,,,,,,
7937,(주)한국가구,4590,2018/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
7938,(주)한국가구,4590,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
7939,(주)한국가구,4590,2020/12,,,,,,
7940,(주)한국가구,4590,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
7941,(주)한국가구,4590,2022/12,성숙기,,성숙기,,,
7942,(주)한국비엔씨,256840,2016/12,,,,,,
7943,(주)한국비엔씨,256840,2017/12,,,,,,
7944,(주)한국비엔씨,256840,2018/12,,,,,,
7945,(주)한국비엔씨,256840,2019/12,,,,,,
7946,(주)한국비엔씨,256840,2020/12,성장기,,성장기,성장기,,
7947,(주)한국비엔씨,256840,2021/12,도입기,,도입기,도입기,,도입기
7948,(주)한국비엔씨,256840,2022/12,도입기,도입기,도입기,,도입기,
7949,(주)한국테크놀로지,53590,2012/12,성장기,,성장기,성장기,,
7950,(주)한국테크놀로지,53590,2013/12,도입기,,도입기,도입기,,
7951,(주)한국테크놀로지,53590,2014/12,도입기,,도입기,도입기,,
7952,(주)한국테크놀로지,53590,2015/12,도입기,,도입기,도입기,,
7953,(주)한국테크놀로지,53590,2016/12,도입기,,도입기,도입기,,
7954,(주)한국테크놀로지,53590,2017/12,도입기,,도입기,도입기,,
7955,(주)한국테크놀로지,53590,2018/12,도입기,,도입기,도입기,,도입기
7956,(주)한국테크놀로지,53590,2019/12,도입기,쇠퇴기,도입기,도입기,쇠퇴기,쇠퇴기
7957,(주)한국테크놀로지,53590,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
7958,(주)한국테크놀로지,53590,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
7959,(주)한국테크놀로지,53590,2022/12,쇠퇴기,도입기,쇠퇴기,,도입기,
7960,(주)한국파마,32300,2012/12,성숙기,,,,,
7961,(주)한국파마,32300,2013/12,,,,,,
7962,(주)한국파마,32300,2014/12,성숙기,,,,,
7963,(주)한국파마,32300,2015/12,성장기,,,,,
7964,(주)한국파마,32300,2016/12,성장기,,,성장기,,
7965,(주)한국파마,32300,2017/12,성장기,,성장기,성장기,,
7966,(주)한국파마,32300,2018/12,성숙기,,성숙기,성숙기,,
7967,(주)한국파마,32300,2019/12,성숙기,,성숙기,성숙기,,
7968,(주)한국파마,32300,2020/12,도입기,,도입기,도입기,,
7969,(주)한국파마,32300,2021/12,성장기,,성장기,성장기,,
7970,(주)한국파마,32300,2022/12,성숙기,,성숙기,,,
7971,(주)한국화장품제조,3350,2012/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7972,(주)한국화장품제조,3350,2013/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7973,(주)한국화장품제조,3350,2014/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7974,(주)한국화장품제조,3350,2015/12,성숙기,,성숙기,성숙기,,
7975,(주)한국화장품제조,3350,2016/12,성장기,,성장기,성장기,,
7976,(주)한국화장품제조,3350,2017/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7977,(주)한국화장품제조,3350,2018/12,,,,,,
7978,(주)한국화장품제조,3350,2019/12,성장기,,성장기,성장기,,
7979,(주)한국화장품제조,3350,2020/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
7980,(주)한국화장품제조,3350,2021/12,성숙기,,성숙기,성숙기,,
7981,(주)한국화장품제조,3350,2022/12,성숙기,,성숙기,,,
7982,(주)한네트,52600,2012/12,성숙기,,성숙기,성숙기,,
7983,(주)한네트,52600,2013/12,성장기,,성장기,성장기,,
7984,(주)한네트,52600,2014/12,성장기,,성장기,성장기,,
7985,(주)한네트,52600,2015/12,성장기,,성장기,성장기,,
7986,(주)한네트,52600,2016/12,성숙기,,성숙기,성숙기,,
7987,(주)한네트,52600,2017/12,성장기,,성장기,성장기,,
7988,(주)한네트,52600,2018/12,성숙기,,성숙기,성숙기,,
7989,(주)한네트,52600,2019/12,성숙기,,성숙기,성숙기,,
7990,(주)한네트,52600,2020/12,,,,,,
7991,(주)한네트,52600,2021/12,성숙기,,성숙기,성숙기,,
7992,(주)한네트,52600,2022/12,성숙기,,성숙기,,,
7993,(주)한독크린텍,256150,2014/12,성장기,,,,,
7994,(주)한독크린텍,256150,2015/12,성숙기,,,,,
7995,(주)한독크린텍,256150,2016/12,성숙기,,,성숙기,,
7996,(주)한독크린텍,256150,2017/12,,,,,,
7997,(주)한독크린텍,256150,2018/12,성숙기,,성숙기,성숙기,,
7998,(주)한독크린텍,256150,2019/12,성장기,,성장기,성장기,,
7999,(주)한독크린텍,256150,2020/12,성숙기,,성숙기,성숙기,,
8000,(주)한독크린텍,256150,2021/12,성장기,,성장기,성장기,,
8001,(주)한독크린텍,256150,2022/12,성숙기,,성숙기,,,
8002,(주)한빛소프트,47080,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8003,(주)한빛소프트,47080,2013/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8004,(주)한빛소프트,47080,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
8005,(주)한빛소프트,47080,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
8006,(주)한빛소프트,47080,2016/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8007,(주)한빛소프트,47080,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8008,(주)한빛소프트,47080,2018/12,,성숙기,,,성숙기,성숙기
8009,(주)한빛소프트,47080,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8010,(주)한빛소프트,47080,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
8011,(주)한빛소프트,47080,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8012,(주)한빛소프트,47080,2022/12,,,,,,
8013,(주)한송네오텍,226440,2015/12,,,,,,
8014,(주)한송네오텍,226440,2016/12,,,,,,
8015,(주)한송네오텍,226440,2017/12,,,,,,
8016,(주)한송네오텍,226440,2018/12,,,,,,
8017,(주)한송네오텍,226440,2019/12,도입기,,도입기,도입기,,도입기
8018,(주)한송네오텍,226440,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8019,(주)한송네오텍,226440,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
8020,(주)한송네오텍,226440,2022/12,성숙기,,성숙기,,,
8021,(주)한일진공,123840,2012/12,,,,,,
8022,(주)한일진공,123840,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8023,(주)한일진공,123840,2014/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8024,(주)한일진공,123840,2015/12,,성장기,,,성장기,성장기
8025,(주)한일진공,123840,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
8026,(주)한일진공,123840,2017/12,,도입기,,,도입기,도입기
8027,(주)한일진공,123840,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8028,(주)한일진공,123840,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8029,(주)한일진공,123840,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
8030,(주)한일진공,123840,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
8031,(주)한일진공,123840,2022/12,도입기,도입기,도입기,,도입기,
8032,(주)한창,5110,2012/12,,,,,,
8033,(주)한창,5110,2013/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8034,(주)한창,5110,2014/12,성장기,쇠퇴기,성장기,성장기,쇠퇴기,쇠퇴기
8035,(주)한창,5110,2015/12,쇠퇴기,도입기,쇠퇴기,쇠퇴기,도입기,도입기
8036,(주)한창,5110,2016/12,,성숙기,,,성숙기,성숙기
8037,(주)한창,5110,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
8038,(주)한창,5110,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8039,(주)한창,5110,2019/12,쇠퇴기,성장기,쇠퇴기,쇠퇴기,성장기,성장기
8040,(주)한창,5110,2020/12,도입기,쇠퇴기,도입기,도입기,쇠퇴기,쇠퇴기
8041,(주)한창,5110,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
8042,(주)한창,5110,2022/12,도입기,,도입기,,,
8043,(주)한컴위드,54920,2012/12,성장기,성장기,성장기,성장기,성장기,
8044,(주)한컴위드,54920,2013/12,성장기,,성장기,성장기,,
8045,(주)한컴위드,54920,2014/12,,,,,,
8046,(주)한컴위드,54920,2015/12,도입기,,도입기,도입기,,
8047,(주)한컴위드,54920,2016/12,,,,,,
8048,(주)한컴위드,54920,2017/12,도입기,,도입기,도입기,,도입기
8049,(주)한컴위드,54920,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
8050,(주)한컴위드,54920,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
8051,(주)한컴위드,54920,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
8052,(주)한컴위드,54920,2021/12,성장기,도입기,성장기,성장기,도입기,도입기
8053,(주)한컴위드,54920,2022/12,성숙기,성숙기,성숙기,,성숙기,
8054,(주)한탑,2680,2012/12,성장기,도입기,성장기,성장기,도입기,성장기
8055,(주)한탑,2680,2013/12,,,,,,
8056,(주)한탑,2680,2014/12,도입기,쇠퇴기,도입기,도입기,쇠퇴기,쇠퇴기
8057,(주)한탑,2680,2015/12,,성숙기,,,성숙기,성숙기
8058,(주)한탑,2680,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8059,(주)한탑,2680,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8060,(주)한탑,2680,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
8061,(주)한탑,2680,2019/12,,,,,,
8062,(주)한탑,2680,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8063,(주)한탑,2680,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,
8064,(주)한탑,2680,2022/12,쇠퇴기,,쇠퇴기,,쇠퇴기,
8065,(주)해성티피씨,59270,2012/12,성장기,,,,,
8066,(주)해성티피씨,59270,2013/12,도입기,,,,,
8067,(주)해성티피씨,59270,2014/12,성숙기,,,,,
8068,(주)해성티피씨,59270,2015/12,성장기,,,,,
8069,(주)해성티피씨,59270,2016/12,,,,,,
8070,(주)해성티피씨,59270,2017/12,성장기,,,성장기,,
8071,(주)해성티피씨,59270,2018/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
8072,(주)해성티피씨,59270,2019/12,,,,,,
8073,(주)해성티피씨,59270,2020/12,성숙기,,성숙기,성숙기,,
8074,(주)해성티피씨,59270,2021/12,성장기,,성장기,성장기,,
8075,(주)해성티피씨,59270,2022/12,,,,,,
8076,(주)핸디소프트,220180,2012/12,성장기,,,,,
8077,(주)핸디소프트,220180,2013/12,도입기,,,,,
8078,(주)핸디소프트,220180,2014/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
8079,(주)핸디소프트,220180,2015/12,,,,,,
8080,(주)핸디소프트,220180,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
8081,(주)핸디소프트,220180,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
8082,(주)핸디소프트,220180,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
8083,(주)핸디소프트,220180,2019/12,,,,,,
8084,(주)핸디소프트,220180,2020/12,,,,,,
8085,(주)핸디소프트,220180,2021/12,성숙기,,성숙기,성숙기,,성숙기
8086,(주)핸디소프트,220180,2022/12,성숙기,,성숙기,,,
8087,(주)헥토이노베이션,214180,2014/12,,,,,,
8088,(주)헥토이노베이션,214180,2015/12,성장기,,성장기,성장기,,성장기
8089,(주)헥토이노베이션,214180,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
8090,(주)헥토이노베이션,214180,2017/12,성숙기,,성숙기,성숙기,,
8091,(주)헥토이노베이션,214180,2018/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8092,(주)헥토이노베이션,214180,2019/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
8093,(주)헥토이노베이션,214180,2020/12,성숙기,,성숙기,성숙기,,
8094,(주)헥토이노베이션,214180,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8095,(주)헥토이노베이션,214180,2022/12,성숙기,성숙기,성숙기,,성숙기,
8096,(주)헥토파이낸셜,234340,2012/12,성숙기,,,,,
8097,(주)헥토파이낸셜,234340,2013/12,성숙기,,성숙기,성숙기,,
8098,(주)헥토파이낸셜,234340,2014/12,성숙기,,성숙기,성숙기,,
8099,(주)헥토파이낸셜,234340,2015/12,성숙기,,성숙기,성숙기,,
8100,(주)헥토파이낸셜,234340,2016/12,성숙기,,성숙기,성숙기,,
8101,(주)헥토파이낸셜,234340,2017/12,,,,,,
8102,(주)헥토파이낸셜,234340,2018/12,,,,,,
8103,(주)헥토파이낸셜,234340,2019/12,성장기,,성장기,성장기,,성장기
8104,(주)헥토파이낸셜,234340,2020/12,성숙기,,성숙기,성숙기,,
8105,(주)헥토파이낸셜,234340,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8106,(주)헥토파이낸셜,234340,2022/12,성숙기,성숙기,성숙기,,성숙기,
8107,(주)헬릭스미스,84990,2012/12,도입기,도입기,도입기,도입기,도입기,도입기
8108,(주)헬릭스미스,84990,2013/12,성장기,성장기,성장기,성장기,성장기,
8109,(주)헬릭스미스,84990,2014/12,성장기,,성장기,성장기,,
8110,(주)헬릭스미스,84990,2015/12,성숙기,,성숙기,성숙기,,
8111,(주)헬릭스미스,84990,2016/12,도입기,,도입기,도입기,,
8112,(주)헬릭스미스,84990,2017/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
8113,(주)헬릭스미스,84990,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
8114,(주)헬릭스미스,84990,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
8115,(주)헬릭스미스,84990,2020/12,쇠퇴기,도입기,쇠퇴기,쇠퇴기,도입기,도입기
8116,(주)헬릭스미스,84990,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8117,(주)헬릭스미스,84990,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
8118,(주)협진,138360,2012/12,성숙기,,성숙기,성숙기,,
8119,(주)협진,138360,2013/12,성장기,,성장기,성장기,,성장기
8120,(주)협진,138360,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8121,(주)협진,138360,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8122,(주)협진,138360,2016/12,,,,,,
8123,(주)협진,138360,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
8124,(주)협진,138360,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
8125,(주)협진,138360,2019/12,,,,,,
8126,(주)협진,138360,2020/12,도입기,,도입기,도입기,,
8127,(주)협진,138360,2021/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
8128,(주)협진,138360,2022/12,,,,,,
8129,(주)형지아이앤씨,11080,2012/12,,,,,,
8130,(주)형지아이앤씨,11080,2013/12,도입기,,도입기,도입기,,도입기
8131,(주)형지아이앤씨,11080,2014/12,도입기,도입기,도입기,도입기,도입기,도입기
8132,(주)형지아이앤씨,11080,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
8133,(주)형지아이앤씨,11080,2016/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8134,(주)형지아이앤씨,11080,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,
8135,(주)형지아이앤씨,11080,2018/12,,,,,,
8136,(주)형지아이앤씨,11080,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8137,(주)형지아이앤씨,11080,2020/12,,,,,,
8138,(주)형지아이앤씨,11080,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
8139,(주)형지아이앤씨,11080,2022/12,성숙기,성숙기,성숙기,,성숙기,
8140,(주)형지엘리트,93240,2012/06,성장기,성장기,성장기,성장기,성장기,성장기
8141,(주)형지엘리트,93240,2013/06,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8142,(주)형지엘리트,93240,2014/06,성장기,성장기,성장기,성장기,성장기,성장기
8143,(주)형지엘리트,93240,2015/06,도입기,도입기,도입기,도입기,도입기,도입기
8144,(주)형지엘리트,93240,2016/06,도입기,도입기,도입기,도입기,도입기,도입기
8145,(주)형지엘리트,93240,2017/06,,쇠퇴기,,,쇠퇴기,쇠퇴기
8146,(주)형지엘리트,93240,2018/06,,,,,,
8147,(주)형지엘리트,93240,2019/06,쇠퇴기,성숙기,쇠퇴기,쇠퇴기,성숙기,성숙기
8148,(주)형지엘리트,93240,2020/06,도입기,성숙기,도입기,도입기,성숙기,성숙기
8149,(주)형지엘리트,93240,2021/06,성장기,성장기,성장기,성장기,성장기,성장기
8150,(주)형지엘리트,93240,2022/06,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8151,(주)홈캐스트,64240,2012/12,,,,,,
8152,(주)홈캐스트,64240,2013/12,성장기,성장기,성장기,성장기,성장기,성장기
8153,(주)홈캐스트,64240,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
8154,(주)홈캐스트,64240,2015/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
8155,(주)홈캐스트,64240,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
8156,(주)홈캐스트,64240,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
8157,(주)홈캐스트,64240,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
8158,(주)홈캐스트,64240,2019/12,,,,,,
8159,(주)홈캐스트,64240,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,
8160,(주)홈캐스트,64240,2021/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
8161,(주)홈캐스트,64240,2022/12,성숙기,성숙기,성숙기,,성숙기,
8162,(주)화인베스틸,133820,2012/12,,,,,,
8163,(주)화인베스틸,133820,2013/12,성숙기,,성숙기,성숙기,,
8164,(주)화인베스틸,133820,2014/12,도입기,,도입기,도입기,,
8165,(주)화인베스틸,133820,2015/12,성숙기,,성숙기,성숙기,,
8166,(주)화인베스틸,133820,2016/12,성장기,,성장기,성장기,,
8167,(주)화인베스틸,133820,2017/12,성숙기,,성숙기,성숙기,,
8168,(주)화인베스틸,133820,2018/12,도입기,,도입기,도입기,,
8169,(주)화인베스틸,133820,2019/12,성숙기,,성숙기,성숙기,,
8170,(주)화인베스틸,133820,2020/12,,,,,,
8171,(주)화인베스틸,133820,2021/12,성숙기,,성숙기,성숙기,,
8172,(주)화인베스틸,133820,2022/12,성숙기,,성숙기,,,
8173,(주)화인써키트,127980,2012/12,성장기,,,,,
8174,(주)화인써키트,127980,2013/12,성숙기,,,,,
8175,(주)화인써키트,127980,2014/12,성장기,,,,,
8176,(주)화인써키트,127980,2015/12,,,,,,
8177,(주)화인써키트,127980,2016/12,성숙기,,,,,
8178,(주)화인써키트,127980,2017/12,도입기,,,,,
8179,(주)화인써키트,127980,2018/12,성숙기,,,,,
