,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결),PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배),PER,PBR,PCR,PSR,new_feature,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE,영업투자현금비율,영업재무현금비율,부실판단,기업수명주기
484,(주)크린앤사이언스,45520,2022,-19.72,-26.6,0.0,0.0,-16.28,-23.23,-12.54,-37.08,-29.28,0.0,0.0,0.0,5.99,-12.67,-18.95,-9.96,-10.27,-15.36,-30.98,-46.33,-11.48,-17.18,-298.64,-446.61,94.01,112.67,-8.82,0.22,1.2,1.41,0.0,0.0,-14.38,119.71,12.1,0.0,0.0,0.92,6.45,16.02,114.7,1.46,2.53,2.58,727.21,88,,,,13236,-2665,95,,-1677,47,36,90,31,53,29,71,745,183,87,119,77,9,78,222,152,204,51,248,138,45,109,414,8,57,199,-8,-17,28,7,60,63,96,9,11,6,7,-11,1,1,2,24,1,7,51,2,3,5,72,12,10,99,6,66,2,2,1,0,0,3387,,,,,4,10,35,4,401,-301,-481,3387,-18485,13588,1036,0,0,7248,,4,35,4,,0.0,0.0,5.0,2.0,202.0,60.0,2.0,1.0,111114.0,-3836.0,-5.0,-3.0,-590.0,0.0,-3.601076095311299,2240.874035431675,98869.82721115822,707.9131591810008,0.1677931397668346,5.52,-26.74,-19.722429180785088,0.9102092896345176,45.0,24.0,-0.3129437702699816,-0.1450359015724552,0.4079709074725436,0.0,성장기
485,(주)클라우드에어,36170,2020,2.91,-3.85,0.0,0.0,-46.19,46.3,-9.27,-4.58,0.63,0.0,0.0,0.0,18.51,-7.31,-85.2,0.18,-0.96,-11.15,-1.15,-13.4,-1.3,-15.12,-2.36,-27.46,81.49,107.31,-77.89,-10.56,9.0,-2.46,0.74,0.0,-9.97,126.53,15.19,0.0,0.0,5.42,3.86,14.82,305.25,7.01,32.48,30.87,95.19,48,,,,342,-284,-33,,-25,75,2,308,74,25,80,20,187,31,30,441,433,391,182,2,800,316,23,25,21,99,4,5,58,7,9,0,-8,41,1,492,272,686,1,3,0,1,-1,0,0,0,0,1,38,10,0,0,9,40,16,29,98,5,67,0,1,0,0,0,-6052,,,,,-6,-47,-990,-45,0,0,0,-6052,-11565,3424,1222,0,0,871,,-6,-990,-45,,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,32815.0,272.0,2.0,0.0,7.0,121.0,-6.549295774647887,995.9288066584148,-64716.27140993255,6182.7427223410505,0.2140122061158248,5.47,-11.54,2.9141479880665555,0.1290022191092002,31.0,25.0,0.0338595690672735,-0.0311465918191092,-0.1010447559075388,1.0,쇠퇴기
486,(주)클래시스,214150,2022,53.16,29.16,0.0,27.79,28.19,102.06,42.1,40.19,40.96,33.19,72.08,71.91,76.28,48.57,53.16,25.43,25.15,27.52,35.02,38.33,34.91,38.21,1063.78,1164.21,23.72,51.43,19.66,-1.47,1.3,-0.28,4.17,22.1,28.19,44.63,28.88,0.0,0.0,2.36,5.0,10.39,14.83,2.38,3.84,5.03,3527.47,100,,,,2189,1165,845,,1063,45,16,80,38,55,69,31,3544,80,62,408,343,72,30,21,2176,120,1,44,16,4,29,59,34,20,30,26,54,69,35,78,115,180,45,67,14,32,37,1,1,1,22,2,246,1,1,2,7,51,27,12,58,33,11,1,2,1,0,0,124500,,,,,38,119,4976,88,18,82,61,124500,96758,22528,1838,0,0,3900,,38,4976,88,,21.0,11.0,7.0,4.0,29.0,16.0,11.0,6.0,1234431.0,72730.0,51.0,28.0,1123.0,17.0,15.793991416309012,5192.207756282658,21767.913284943403,8405.247298929879,0.275812783775523,32.89,28.21,53.16218025664712,0.4278771549202267,9.0,9.0,0.0785886173700333,-0.5951909613899813,2.600516906979778,0.0,성장기
487,(주)클리노믹스,352770,2022,-5.35,54.34,0.0,0.0,59.82,-30.0,72.5,-9.68,-58.35,0.0,0.0,-147.48,35.69,-46.72,-44.34,-10.22,-10.8,-10.25,-19.29,-18.25,-12.37,-11.74,-796.12,-751.34,64.31,146.72,2.87,5.72,10.62,0.2,0.85,0.0,-7.79,127.76,26.7,5.53,0.0,6.28,10.29,24.91,38.21,5.58,12.91,15.05,3853.5,93,,,,1702,-768,-883,,-795,54,5,116,51,46,55,45,3887,85,74,142,134,23,1062,18,55127,3215,2,83,69,74,14,47,16,24,44,-4,-3,54,39,274,158,351,-11,-21,-5,-21,-4,0,0,0,17,1,362,1,0,0,10,35,36,15,0,1,448,1,1,0,0,0,7952,,,,,8,32,195,34,131,-31,-129,7952,-10122,10428,2452,1176,0,4018,,8,195,34,,0.0,0.0,6.0,2.0,0.0,0.0,35.0,13.0,98242.0,-8862.0,-165.0,-3.0,-653.0,0.0,-8.213399503722083,1742.438019010746,-7743.164225216596,4015.57154759454,2.0971305442928423,0.81,2.35,-5.345147947146304,0.2377158567903572,13.0,4.0,-0.5048441749774636,4.020854270344056,-1.9066158525562584,1.0,도입기
488,(주)타이거일렉,219130,2022,2.25,-6.94,0.0,0.0,-7.66,16.03,13.16,7.63,15.41,35.18,13.8,19.91,10.34,5.36,6.18,5.06,4.33,5.0,5.82,6.71,4.76,5.49,98.64,113.72,89.66,94.64,2.2,2.16,-0.4,1.77,0.0,18.23,4.68,92.69,24.81,0.0,0.0,-0.41,8.18,13.25,86.25,-1.25,2.92,2.66,1656.19,94,0.0,0.0,0.0,9197,569,1129,8696.0,493,47,35,90,31,53,76,24,1756,69,66,227,148,38,69,63,492,138,14,31,27,100,4,11,27,14,18,11,999999999,72,17,55,68,115,20,34,5,6,0,1,1,1,18,3,29,13,2,3,5,72,10,15,46,6,58,1,2,1,0,0,22698,57.0,0.0,0.0,0.0,31,72,87,39,61,39,16,22698,4391,13817,-230,163,0,4556,93.0,31,87,39,244.0,42.0,22.0,3.0,1.0,21.0,11.0,3.0,1.0,130860.0,7671.0,13.0,26.0,1215.0,17.0,35.23725834797891,2283.347078040569,17760.557234324322,2180.0690057631828,0.0497590320719615,6.29,5.17,2.2528731912289,0.7991259384532299,24.0,9.0,0.0038796302671128,-3.478301603683128,-3.4421641250494965,0.0,성숙기
489,(주)탑코미디어,134580,2018,3.68,-98.43,0.0,0.0,-95.92,18.59,-34.17,5.2,-5.41,0.0,0.0,0.0,21.82,3.47,3.29,4.25,4.06,3.86,5.47,5.2,4.06,3.86,27.42,26.1,78.18,96.53,1.68,0.16,-0.16,0.82,0.14,35.97,3.67,95.07,7.26,4.35,0.0,-0.16,0.45,14.68,675.4,-0.75,0.0,0.0,440.3,77,,,,3956,135,-583,,137,99,26,19405,74,1,75,25,514,1,1,396,294,66,212,34,353,4990,60,34,34,0,0,0,74,0,0,999999999,999999999,64,4,80,6,87,-58,0,-15,-13,0,1,1,2,8,5,10,38,1,2,4,102,43,4,0,3,122,18,21,1,0,0,5618,,,,,15,8647,13517,13,57,43,26,5618,2289,3202,-73,0,0,200,,15,13517,13,,53.0,29.0,2.0,1.0,0.0,0.0,1.0,1.0,26421.0,2002.0,5.0,0.0,178.0,13.0,30.104166666666668,1123.6667635528645,-4955.992463690352,730.5692510216397,0.1776515894400571,3.0,-3.77,3.684842493941807,1.150926911523959,17.0,11.0,0.354674467337394,-1.260798798287452,579.7313538352774,1.0,쇠퇴기
490,(주)태성,323280,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45,3.78,-0.75,4.4,4.14,-0.82,7.14,-1.41,4.2,-0.83,91.67,-18.12,82.55,96.22,-2.94,1.17,0.37,1.54,0.08,189.54,-0.42,99.19,11.64,0.0,0.0,0.36,1.73,9.98,0.0,0.96,3.41,3.41,1204.83,89,,,,2427,-20,-92,,92,59,21,145,47,41,58,42,1284,70,68,149,118,21,204,63,393,3440,52,72,68,98,4,12,19,19,33,6,3,54,12,54,37,90,-10,-22,-4,-4,10,1,1,2,24,3,17,21,2,2,9,41,150,48,12,4,83,3,3,1,0,0,9115,,,,,16,43,2744,15,80,20,-5,9115,511,7301,224,251,0,1087,,16,2744,15,,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,48105.0,3301.0,5.0,9.0,131.0,15.0,-86.0,1340.022851495164,-18664.35093835498,708.7263079633045,0.1345810540140222,4.38,0.0,,1.0969623354483593,5.0,5.0,,-1.3736153660335817,3.054224952592071,,쇠퇴기
491,(주)테크엘,64520,2018,-18.09,-5.95,0.0,0.0,-12.86,-22.42,-37.77,-63.33,-44.81,0.0,0.0,0.0,-9.8,-24.59,-31.01,-26.17,-26.39,-33.28,-80.43,-100.99,-28.09,-35.42,-68.86,-86.56,109.8,124.59,-4.71,-1.96,1.96,0.08,0.07,0.0,-31.17,128.88,11.01,0.0,0.0,1.5,3.09,19.79,0.0,3.14,4.28,4.56,-53.98,-149,,,,1400,-434,-8,,-344,52,35,108,34,48,19,81,46,247,225,66,43,9,71,0,126,159,56,413,403,100,10,0,-27,60,310,-11,-14,-23,-1,50,43,80,-1,-2,-1,-1,-13,1,1,3,3,2,13,29,2,3,5,72,13,10,45,7,53,2,3,1,0,0,-8276,,,,,-11,-24,-233,-9,0,0,0,-8276,-27246,13389,1825,0,0,3755,,-11,-233,-9,,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,69829.0,-18828.0,-20.0,-9.0,-283.0,0.0,-0.954337899543379,1825.5832857540115,-54954.41590872652,298.59602724918693,0.1440517515787385,6.95,-0.29,-18.094345602624703,1.19175440549903,26.0,22.0,-0.566787548077696,0.1856101242086328,-0.0897089365341152,1.0,도입기
492,(주)텔레필드,91440,2018,-9.84,-1.81,0.0,-1.91,-5.49,-11.59,-8.42,-11.12,-19.25,-1313.92,-2463.5,-2357.54,4.64,-35.96,-42.32,-20.68,-20.84,-24.54,-45.36,-52.2,-23.25,-27.36,-270.79,-307.55,95.36,135.96,-5.27,-5.7,3.05,-0.28,0.05,0.0,-22.77,138.56,19.9,0.0,0.0,2.06,4.72,20.9,18.86,3.27,6.09,5.96,407.86,83,,,,3575,-1672,-543,,-1285,70,52,232,33,30,45,55,489,67,42,244,116,43,49,89,185,64,27,121,63,42,58,63,41,33,74,-11,-13,38,4,122,51,146,-5,-8,-3,-4,-12,1,1,1,8,1,5,75,1,2,2,229,2,6,0,3,138,2,9,1,0,0,-909,,,,,-2,-26,-277,-3,0,0,0,-909,-12461,8909,921,0,0,2113,,-2,-277,-3,,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,30602.0,-8432.0,-32.0,-10.0,-997.0,0.0,-1.7486876640419948,1085.0427659452675,-5278.870598633142,802.0843877173082,0.3990925043223443,2.65,-4.96,-9.837496092910854,0.611341832864232,24.0,16.0,-0.5591687253557034,1.977268157725808,-0.545193864873072,1.0,도입기
493,(주)텔콘알에프제약,200230,2018,-13.28,-58.8,0.0,0.0,-1.13,-50.42,30.2,42.73,38.14,0.0,0.0,0.0,16.48,-13.65,-26.29,-3.83,-4.02,-7.75,-5.42,-10.5,-7.25,-13.96,-101.58,-177.44,83.52,113.65,-12.65,0.89,8.21,0.25,0.0,0.0,-5.33,117.78,12.58,0.0,0.0,5.77,5.01,8.28,17.92,9.4,26.74,12.01,1770.88,93,,,,701,-179,-112,,-96,14,18,16,12,86,86,14,1871,100,100,97,80,27,275,0,257,955,107,17,17,0,0,0,0,11,12,-2,-2,81,18,67,272,141,-36,-50,-5,-17,-2,0,1,0,7,1,13,28,1,2,15,25,38,50,45,5,70,0,5,1,0,0,4010,,,,,2,71,205,7,258,-158,-378,4010,-15173,10328,4738,0,0,4116,,2,205,7,,0.0,0.0,14.0,5.0,0.0,0.0,30.0,11.0,695151.0,-2705.0,-6.0,-1.0,-35.0,0.0,-111.89189189189187,4385.24228358716,-73701.4341858547,11812.707088195186,0.2657839028485236,5.2,67.02,-13.283384749099593,0.3174375766451973,25.0,10.0,0.0780218003873328,0.1610757150616158,-0.0980993648244396,1.0,도입기
494,(주)토박스코리아,215480,2022,8.39,32.65,0.0,0.0,17.35,5.81,33.09,14.79,41.8,71.52,13.17,13.26,59.47,9.74,8.11,13.32,12.48,10.39,16.36,13.7,13.8,11.49,103.75,81.43,40.53,90.26,-0.16,0.72,-0.58,-0.02,2.05,15.29,9.65,90.61,0.0,0.0,0.0,-0.62,3.15,29.7,54.18,-3.12,3.69,2.68,557.75,95,,,,1066,416,43,,104,76,42,314,44,24,78,22,635,31,31,359,208,24,31,58,342,34,9,28,27,85,1,1,55,3,4,118,999999999,69,6,60,18,72,44,347,10,8,0,1,1,2,11,5,66,6,2,3,4,83,5,825,0,15,24,6,18,1,0,0,4609,,,,,11,288,303,9,0,0,90,4609,4904,0,-295,0,0,1491,,11,303,9,,119.0,19.0,12.0,2.0,106.0,17.0,12.0,2.0,39270.0,4863.0,16.0,2106.0,101.0,8.0,13.021806853582554,1233.345456725939,19233.549048743665,784.4674921484486,0.4876228923719025,14.9,-5.71,8.385431409186797,1.2321423675568026,9.0,9.0,-0.0069586975881802,-0.4224365083247853,-1.3884335575401874,0.0,성숙기
495,(주)토탈소프트뱅크,45340,2022,7.37,-1.45,0.0,0.0,-0.05,12.3,-31.41,15.98,-1.52,-14.88,-12.36,-6.67,43.71,18.62,19.04,10.25,9.32,9.53,14.75,15.08,9.91,10.14,60.39,61.75,56.29,81.38,2.39,1.64,-1.64,-0.01,0.06,9.38,8.71,80.19,62.05,0.0,0.0,-1.93,2.67,9.14,102.17,-2.24,3.34,2.37,339.76,77,0.0,0.0,0.0,1622,309,359,2197.0,302,63,0,169,63,37,66,34,440,57,45,374,374,178,8872,0,0,8872,0,53,26,98,27,38,46,3,5,83,999999999,51,3,123,77,194,32,341,11,23,0,1,1,1,3,1,1548,0,1,1,530,1,530,0,0,7,49,1,2,1,0,0,10307,65.0,0.0,0.0,0.0,36,115,257666237,74,71,29,26,10307,2916,7323,-228,0,0,315,91.0,36,257666237,74,113.0,43.0,13.0,6.0,2.0,37.0,11.0,8.0,2.0,25542.0,2899.0,21.0,93.0,339.0,9.0,12.55663430420712,1764.5984362470886,10794.032094218455,2392.7143734814586,0.2509211589936204,7.43,4.63,7.37077174425766,0.4832564604734279,35.0,22.0,-0.0524188843612233,-0.8820608118473083,-4.457733294304834,0.0,성숙기
496,(주)투비소프트,79970,2019,-18.52,-2.13,0.0,0.0,-23.1,-13.26,-60.19,-19.51,-24.37,0.0,0.0,0.0,42.58,-26.49,-52.64,-10.75,-11.26,-22.37,-20.11,-37.84,-15.09,-29.99,-84.59,-157.74,57.42,126.49,-18.87,-2.93,2.91,0.11,1.16,0.0,-21.13,141.18,29.34,0.0,0.0,1.87,12.2,29.15,12.56,2.81,6.38,5.59,277.78,83,,,,1576,-787,17,,-418,50,2,98,49,50,55,45,356,91,89,114,112,18,683,16,313,1809,218,81,79,98,2,17,6,30,55,-6,-15,43,3,113,123,152,-4,-6,-2,-4,-9,0,1,1,3,1,13,27,1,1,28,13,44,79,9814,4,96,1,16,0,0,0,9030,,,,,10,360,2704,22,206,-106,-238,9030,-18496,18604,1189,0,0,7734,,10,2704,22,,0.0,0.0,4.0,2.0,32.0,12.0,5.0,2.0,86429.0,-50.0,0.0,0.0,-2.0,0.0,-5.0,1471.517273544599,157512.88080814423,1722.0540733829198,0.5337096239917778,3.8,0.36,-18.521182751884734,0.4732986356190124,24.0,14.0,0.0743860839750641,0.1664150999734996,-0.2422055836556957,1.0,성숙기
497,(주)티라유텍,322180,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26,-11.87,-13.0,-11.86,-11.92,-13.05,-23.92,-26.19,-17.88,-19.58,-777.21,-817.33,87.74,111.87,-2.64,1.76,0.98,-0.04,1.0,0.0,-12.06,110.29,43.72,0.0,0.0,0.87,4.21,25.52,37.75,1.97,3.78,3.78,3095.42,92,,,,6545,-829,-217,,-777,41,8,68,37,59,50,50,3120,119,88,125,115,58,395,41,447,3201,88,101,65,66,35,218,8,28,56,-11,-14,49,32,40,59,66,-7,-12,-3,-3,-12,1,2,2,65,2,35,11,2,3,31,12,248,58,87,8,47,2,5,1,0,0,14717,,,,,41,391,2033,41,121,-21,-32,14717,-5219,17844,353,21,0,1717,,41,2033,41,,0.0,0.0,5.0,2.0,70.0,30.0,2.0,1.0,41229.0,-1025.0,-3.0,-6.0,-187.0,0.0,-12.693726937269371,2117.728740158297,-31727.175082362603,1051.111820944574,0.1824250802507977,7.74,-12.5,16.140734477287346,1.00399769975,18.0,5.0,0.1319261813613357,0.5200729552419765,-0.1292042169689805,1.0,도입기
498,(주)티로보틱스,117730,2022,2.01,-4.0,0.0,0.0,-15.52,27.9,-34.48,-1.57,28.57,0.0,0.0,0.0,24.72,-4.12,-2.31,-2.49,-2.7,-1.52,-9.57,-4.0,-3.03,-1.7,-33.01,-14.17,75.28,104.12,1.68,0.7,2.82,1.53,0.1,0.0,0.33,102.19,14.19,4.18,0.64,2.48,6.47,13.47,51.7,2.58,4.02,4.71,250.44,74,,,,3734,-71,175,,-154,51,21,102,40,49,28,72,350,179,97,103,81,20,67,749,155,4045,43,263,178,76,84,1647,1,51,184,-1,0,19,2,70,83,144,-5,-8,-4,-6,-1,1,1,2,8,1,11,34,1,2,5,75,34,12,11,8,45,1,2,1,0,0,12874,,,,,15,46,301,23,71,29,-10,12874,-1387,9169,1602,0,416,4183,,15,301,23,,147.0,79.0,6.0,3.0,49.0,26.0,3.0,2.0,106675.0,2914.0,6.0,2.0,192.0,37.0,80.0,3791.529700178653,34377.66504097289,1613.3061119343274,0.2380773275171585,8.04,-3.36,2.007341999532477,0.6482258018404143,20.0,6.0,0.3362997515081942,-0.3068119389203784,0.3836823648081615,0.0,성장기
499,(주)티비씨,33830,2022,1.44,1.73,0.0,0.0,-5.97,5.97,0.0,3.75,-0.84,-6.42,6.47,16.36,27.98,9.54,11.6,4.81,3.17,3.86,3.39,4.13,4.07,4.95,8.1,9.86,72.02,90.46,5.21,4.91,-4.91,0.0,0.0,42.61,2.22,86.15,39.49,0.0,5.95,-5.35,3.18,11.55,316.06,-24.74,3.35,3.13,150.82,62,,,,425,52,-21,,41,65,0,184,65,35,94,6,243,37,37,1284,1284,36,0,0,0,0,0,6,5,51,1,1,60,0,0,482,999999999,59,2,191,110,245,47,1326,3,8,0,0,0,0,1,5,0,0,1,1,0,0,0,0,0,3,119,1,3,0,0,0,23805,,,,,18,149,0,56,65,35,21,23805,6267,15402,-2085,661,2320,1239,,18,0,56,,35.0,18.0,1.0,1.0,0.0,0.0,4.0,2.0,108947.0,5293.0,12.0,630.0,53.0,21.0,21.346153846153847,912.8908227480354,-53426.876895811816,2612.7921787219525,0.1843875216152648,3.06,1.65,1.441723872062317,0.3299972632076292,30.0,14.0,0.001116737160865,-2.611898586818097,1.5070229853708357,0.0,쇠퇴기
500,(주)티사이언티픽,57680,2014,-9.74,-3.14,0.0,0.0,-24.21,22.74,-99.16,1.06,190.28,0.0,0.0,0.0,17.98,5.21,4.08,5.64,5.5,4.31,10.17,7.98,9.12,7.15,17.28,13.55,82.02,94.79,-0.78,-1.99,1.99,0.0,0.27,7.73,6.41,91.46,10.99,0.0,0.0,2.1,1.49,10.55,117.69,4.57,8.51,7.77,79.17,43,0.0,0.0,0.0,1618,70,-56,462.0,84,42,0,72,42,58,57,43,166,101,82,143,143,25,163799,0,534,0,30656,75,51,59,24,107,13,28,49,2,3,27,1,34,61,70,-12,-18,-5,-4,3,1,2,2,3,2,27,14,3,3,129,3,0,0,0,7,51,2,11,2,0,0,4656,56.0,47.0,4.0,481.0,21,212,2534,19,56,44,22,4656,1113,2627,501,0,0,356,99.0,21,2534,19,47.0,84.0,27.0,12.0,4.0,0.0,0.0,3.0,1.0,46637.0,1666.0,7.0,3.0,107.0,28.0,38.57142857142857,3246.493331820532,-48678.735072053954,1670.5253703513763,0.1277630272973084,7.1,-28.79,-7.699936903066279,1.1123401500528245,26.0,22.0,0.4779117504647575,-3.071489337467119,0.890500515995872,1.0,쇠퇴기
501,(주)티앤알바이오팹,246710,2020,79.07,189.27,0.0,0.0,34.68,87.24,743.25,86.02,428.71,0.0,0.0,0.0,39.08,-80.95,-82.36,-13.93,-14.58,-14.83,-15.56,-15.83,-15.46,-15.72,-117.39,-119.43,60.92,180.95,-1.4,1.6,-3.08,-2.77,3.54,0.0,-15.38,176.54,22.73,43.37,0.0,-1.62,9.82,49.66,49.16,-8.76,3.79,3.46,783.64,87,0.0,0.0,0.0,771,-669,-949,5137.0,-624,88,8,755,81,12,95,5,884,12,12,3542,3246,1925,16,9,18235,24,0,5,3,47,3,3,86,2,2,-154,999999999,84,8,483,73,678,-276,-717,-14,-100,0,0,0,0,1,3,194,2,0,0,3,107,6,11,54,19,19,1,6,0,0,0,-1623,41.0,23.0,13.0,683.0,-3,-99,-180,-24,0,0,0,-1623,-5604,2939,-209,0,0,1269,-23.0,-3,-180,-24,71.0,0.0,0.0,5.0,1.0,0.0,0.0,30.0,8.0,119727.0,-4240.0,-62.0,-119.0,-481.0,0.0,-25.186846038863976,3813.7512713558967,-20969.279129564144,25808.80480644904,1.200289282740154,18.89,14.52,79.0673686837475,0.1402965581393814,11.0,6.0,0.0689178637523662,-8.135094971502722,-0.3217242186487489,1.0,쇠퇴기
502,(주)티앤엘,340570,2022,19.01,32.1,0.0,0.0,26.76,12.22,52.01,17.74,13.47,8.87,7.83,6.71,41.93,29.8,25.89,23.21,22.58,19.62,24.78,21.53,23.93,20.79,544.55,473.06,58.07,70.2,1.54,1.19,-0.79,0.18,0.07,17.38,19.02,69.58,19.02,0.0,0.0,-1.1,3.59,6.7,28.6,-6.73,28.03,18.18,2318.26,97,,,,10037,2602,1896,,2991,50,18,101,41,50,91,9,2376,55,54,604,495,211,125,22,338,229,37,10,9,44,1,2,42,0,0,726,999999999,88,23,68,64,137,158,14397,15,21,0,1,1,1,18,9,35,10,1,2,9,39,18,29,0,8,48,2,2,1,0,0,38138,,,,,33,74,604,47,29,71,55,38138,25561,11120,-644,0,0,2101,,33,604,47,,19.0,11.0,4.0,2.0,25.0,15.0,5.0,3.0,274407.0,26138.0,32.0,780.0,3216.0,11.0,13.912375096079938,2773.8937957570683,19097.020478079747,3606.803262438241,0.1153279849412779,7.63,9.49,19.00862907973137,0.6972589334542502,26.0,4.0,-0.0264169387775226,-2.570442018215127,-2.9950878573521083,0.0,성숙기
